age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
45,admin.,married,secondary,no,236,no,no,cellular,20,703,2,-1,0,unknown,yes
32,technician,married,tertiary,no,3850,yes,no,cellular,20,63,4,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,2780,yes,no,telephone,6,81,3,-1,0,unknown,no
26,management,single,tertiary,no,6840,yes,no,unknown,28,1560,2,-1,0,unknown,yes
59,admin.,married,secondary,no,-396,yes,no,unknown,26,204,1,-1,0,unknown,no
47,self-employed,married,secondary,no,523,no,no,unknown,20,7,1,-1,0,unknown,no
51,blue-collar,married,unknown,no,1137,no,no,unknown,11,76,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,11,no,no,unknown,29,199,2,-1,0,unknown,no
27,student,single,secondary,no,67,no,no,telephone,14,239,1,-1,0,unknown,yes
42,management,married,tertiary,no,2772,yes,no,cellular,2,244,1,-1,0,unknown,no
33,services,married,secondary,no,0,no,no,cellular,9,128,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,131,yes,no,unknown,6,153,1,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,28,173,2,-1,0,unknown,no
32,management,married,tertiary,no,250,yes,no,cellular,1,247,2,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,7,674,2,-1,0,unknown,yes
29,technician,single,secondary,no,32,yes,yes,cellular,17,514,1,-1,0,unknown,no
33,management,married,tertiary,no,334,no,no,cellular,25,87,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,3122,no,no,telephone,18,51,12,-1,0,unknown,no
46,services,married,unknown,no,854,yes,no,cellular,3,478,3,-1,0,unknown,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,284,1,336,1,failure,no
39,entrepreneur,married,primary,no,437,yes,no,unknown,27,150,1,-1,0,unknown,yes
33,self-employed,married,secondary,no,49,yes,no,cellular,14,170,7,-1,0,unknown,no
40,management,married,tertiary,no,193,no,no,cellular,18,105,6,-1,0,unknown,no
36,management,married,secondary,no,0,no,no,cellular,20,80,1,-1,0,unknown,no
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,383,1,-1,0,unknown,yes
33,technician,divorced,secondary,no,801,no,no,cellular,7,341,5,-1,0,unknown,yes
37,technician,married,secondary,no,264,yes,yes,cellular,20,414,2,285,1,failure,no
51,services,married,secondary,no,272,no,yes,cellular,8,217,1,-1,0,unknown,no
36,services,married,tertiary,no,2167,yes,yes,unknown,12,120,2,-1,0,unknown,no
77,retired,married,primary,no,2590,no,no,telephone,12,345,1,178,20,failure,yes
48,technician,married,primary,no,235,no,no,cellular,9,386,2,191,3,success,yes
33,technician,single,secondary,no,177,yes,no,unknown,23,293,1,-1,0,unknown,no
35,technician,single,tertiary,no,755,no,no,cellular,14,125,2,-1,0,unknown,no
25,services,single,secondary,no,505,no,no,cellular,15,284,1,-1,0,unknown,yes
57,blue-collar,married,secondary,no,14093,no,no,cellular,11,231,5,-1,0,unknown,no
31,blue-collar,divorced,secondary,no,916,yes,yes,cellular,11,172,2,-1,0,unknown,no
49,management,single,tertiary,no,2555,no,yes,cellular,24,263,2,-1,0,unknown,no
29,management,married,tertiary,no,1474,yes,yes,unknown,29,79,3,-1,0,unknown,no
37,technician,single,tertiary,no,-487,yes,no,cellular,12,358,1,260,5,other,no
55,retired,married,secondary,no,1504,yes,yes,cellular,17,761,1,-1,0,unknown,yes
38,management,single,tertiary,no,-476,yes,no,cellular,28,76,2,-1,0,unknown,no
39,admin.,married,primary,no,0,no,no,cellular,17,106,1,-1,0,unknown,no
33,technician,married,secondary,no,4,yes,yes,unknown,18,625,2,-1,0,unknown,yes
38,self-employed,married,secondary,no,279,yes,no,unknown,28,110,5,-1,0,unknown,no
27,management,single,tertiary,no,2802,yes,no,cellular,18,84,1,-1,0,unknown,no
29,services,single,secondary,no,0,yes,no,unknown,20,227,9,-1,0,unknown,no
29,services,married,secondary,no,-443,yes,no,unknown,30,238,3,-1,0,unknown,no
31,admin.,married,secondary,no,355,yes,no,cellular,18,530,1,193,1,failure,no
35,technician,divorced,secondary,yes,362,no,no,cellular,29,329,2,240,8,other,no
38,technician,single,secondary,no,0,yes,no,cellular,7,196,2,-1,0,unknown,no
55,self-employed,married,secondary,no,39,no,no,unknown,17,20,1,-1,0,unknown,no
50,management,married,tertiary,no,-94,no,yes,unknown,25,75,1,-1,0,unknown,no
27,technician,single,secondary,no,41,yes,yes,cellular,25,803,1,-1,0,unknown,no
36,admin.,married,secondary,no,-206,yes,no,cellular,2,122,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,80,yes,yes,unknown,9,6,1,461,5,failure,no
33,services,single,secondary,no,170,no,no,cellular,7,782,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,2,yes,yes,cellular,17,291,2,326,1,failure,no
38,services,divorced,secondary,no,-10,yes,no,unknown,17,61,2,-1,0,unknown,no
36,blue-collar,married,primary,no,300,yes,no,cellular,12,57,1,342,1,failure,no
39,technician,married,tertiary,no,-204,yes,no,cellular,28,144,4,-1,0,unknown,no
28,services,single,secondary,no,234,no,no,unknown,9,107,3,-1,0,unknown,no
42,technician,single,tertiary,no,2157,yes,yes,unknown,15,260,1,-1,0,unknown,no
48,management,married,tertiary,no,1344,yes,yes,cellular,14,69,6,-1,0,unknown,no
55,management,divorced,tertiary,no,1598,no,no,cellular,22,607,4,-1,0,unknown,no
26,admin.,single,secondary,no,1099,no,no,cellular,15,99,2,225,13,other,no
59,management,married,secondary,no,-1246,no,no,telephone,29,175,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,1598,yes,no,cellular,10,634,1,-1,0,unknown,yes
27,admin.,single,secondary,no,4590,yes,no,cellular,10,131,4,89,3,failure,yes
60,unemployed,divorced,secondary,no,4,no,no,telephone,5,882,2,-1,0,unknown,no
34,admin.,married,secondary,no,510,no,no,cellular,27,33,7,-1,0,unknown,no
54,technician,divorced,tertiary,no,2133,no,no,cellular,18,176,1,-1,0,unknown,no
31,management,single,tertiary,no,12857,yes,no,telephone,4,483,4,87,2,success,yes
36,technician,married,secondary,no,3763,yes,no,unknown,20,83,1,-1,0,unknown,no
56,self-employed,married,secondary,no,123,no,no,unknown,13,81,1,-1,0,unknown,no
53,technician,divorced,primary,no,1443,yes,no,unknown,14,476,1,-1,0,unknown,yes
48,technician,single,secondary,no,-92,yes,no,cellular,3,1393,1,-1,0,unknown,yes
29,technician,single,secondary,no,316,yes,no,cellular,3,156,1,-1,0,unknown,yes
54,services,married,secondary,no,2681,no,no,telephone,29,481,3,-1,0,unknown,no
55,retired,married,primary,no,4459,no,no,cellular,15,85,8,-1,0,unknown,no
28,admin.,single,secondary,no,697,yes,no,cellular,7,404,2,-1,0,unknown,no
34,management,married,tertiary,no,519,no,no,cellular,11,57,3,-1,0,unknown,no
43,blue-collar,single,secondary,no,276,yes,no,cellular,14,33,6,-1,0,unknown,no
48,services,married,unknown,no,1705,yes,no,unknown,5,107,1,-1,0,unknown,no
34,management,married,tertiary,no,997,yes,yes,cellular,21,81,1,-1,0,unknown,no
27,unknown,single,secondary,no,1187,no,no,telephone,26,232,1,101,1,failure,yes
83,retired,married,unknown,no,4216,no,no,cellular,12,92,1,-1,0,unknown,no
31,self-employed,single,secondary,no,762,no,no,cellular,11,312,3,-1,0,unknown,no
39,blue-collar,married,unknown,no,295,yes,no,cellular,3,254,1,-1,0,unknown,no
26,management,single,tertiary,no,2722,no,no,cellular,6,206,1,-1,0,unknown,no
31,management,married,tertiary,no,3914,no,yes,cellular,29,266,1,-1,0,unknown,no
46,blue-collar,single,secondary,no,0,yes,no,cellular,8,120,2,-1,0,unknown,no
47,services,married,secondary,no,-835,yes,yes,unknown,25,231,1,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,cellular,12,150,1,79,3,success,no
58,management,married,secondary,no,111,no,no,telephone,22,39,1,90,2,failure,no
65,housemaid,married,primary,no,715,no,no,cellular,11,323,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,0,yes,no,cellular,12,278,1,-1,0,unknown,no
43,entrepreneur,divorced,tertiary,no,1756,no,no,unknown,17,89,1,-1,0,unknown,no
29,technician,single,secondary,no,205,yes,no,cellular,17,218,1,340,3,failure,no
25,blue-collar,married,secondary,no,97,yes,no,unknown,27,709,1,-1,0,unknown,yes
43,management,married,tertiary,no,28,yes,no,cellular,20,73,1,-1,0,unknown,no
26,student,single,secondary,no,0,no,no,cellular,2,1223,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,2,yes,no,cellular,12,6,5,-1,0,unknown,no
28,student,single,tertiary,no,2306,no,no,cellular,29,140,2,-1,0,unknown,no
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,164,1,109,2,other,yes
48,technician,single,secondary,no,469,no,yes,cellular,9,313,1,-1,0,unknown,no
34,admin.,married,secondary,no,75,yes,yes,cellular,25,111,1,-1,0,unknown,no
26,housemaid,married,tertiary,no,543,no,no,cellular,30,169,3,-1,0,unknown,no
27,technician,married,secondary,no,130,yes,no,cellular,7,265,3,-1,0,unknown,no
27,blue-collar,divorced,secondary,no,0,yes,no,telephone,13,363,1,359,3,failure,no
34,technician,married,tertiary,no,7050,no,no,cellular,7,130,1,-1,0,unknown,yes
31,management,married,tertiary,no,156,no,no,cellular,13,657,7,-1,0,unknown,yes
31,management,single,tertiary,no,528,no,yes,cellular,21,5,7,-1,0,unknown,no
48,admin.,divorced,secondary,no,1180,no,no,cellular,27,142,1,238,3,other,yes
52,technician,married,tertiary,no,0,no,no,cellular,9,145,3,94,4,success,no
40,blue-collar,divorced,primary,no,-78,no,yes,cellular,17,330,2,-1,0,unknown,no
43,management,divorced,unknown,no,7702,no,no,cellular,22,460,1,95,2,success,yes
24,blue-collar,single,primary,no,388,yes,no,cellular,15,193,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,65,1,-1,0,unknown,no
42,services,married,unknown,no,-1085,no,yes,cellular,21,45,1,-1,0,unknown,no
58,retired,divorced,tertiary,no,3237,no,no,telephone,31,615,1,-1,0,unknown,yes
36,entrepreneur,married,secondary,no,660,yes,yes,cellular,17,430,1,-1,0,unknown,no
57,retired,divorced,primary,no,0,no,no,telephone,28,1037,3,-1,0,unknown,no
50,admin.,married,secondary,no,3608,yes,no,cellular,13,176,2,197,2,success,yes
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,12,162,1,100,3,success,no
45,technician,divorced,secondary,no,0,no,no,cellular,26,64,2,-1,0,unknown,no
46,blue-collar,married,primary,no,328,yes,no,unknown,21,526,8,-1,0,unknown,no
51,blue-collar,married,primary,no,129,yes,no,cellular,15,611,2,-1,0,unknown,yes
36,self-employed,single,secondary,no,1295,no,no,cellular,20,1192,1,-1,0,unknown,yes
48,services,married,secondary,no,2409,yes,no,cellular,24,533,2,-1,0,unknown,no
34,admin.,married,tertiary,no,788,yes,no,cellular,5,269,1,-1,0,unknown,no
33,management,married,secondary,no,-15,yes,no,unknown,13,247,3,-1,0,unknown,no
50,housemaid,married,secondary,no,388,no,no,cellular,8,152,2,89,2,success,no
37,admin.,single,secondary,no,262,no,no,cellular,7,305,1,179,5,other,no
36,management,single,tertiary,no,2745,yes,no,cellular,8,306,3,-1,0,unknown,no
35,management,single,tertiary,no,18111,no,no,cellular,14,172,4,-1,0,unknown,yes
26,student,single,secondary,no,2784,yes,no,unknown,27,264,1,-1,0,unknown,no
36,management,married,tertiary,no,630,no,no,cellular,2,285,1,-1,0,unknown,yes
47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,253,1,-1,0,unknown,no
41,services,married,secondary,no,841,yes,no,cellular,7,250,2,-1,0,unknown,no
31,technician,divorced,secondary,no,24,no,yes,cellular,27,352,2,-1,0,unknown,no
47,services,married,secondary,no,2,no,no,cellular,24,237,2,-1,0,unknown,no
34,technician,married,tertiary,no,544,yes,yes,cellular,18,58,2,-1,0,unknown,no
25,admin.,single,secondary,no,787,yes,no,unknown,9,164,1,-1,0,unknown,no
39,services,single,secondary,no,-244,yes,no,unknown,8,152,2,-1,0,unknown,no
23,self-employed,single,tertiary,no,780,no,no,cellular,16,393,1,183,3,success,yes
42,management,married,tertiary,no,0,no,no,cellular,26,179,16,-1,0,unknown,no
60,admin.,married,secondary,no,12980,no,no,cellular,5,115,1,-1,0,unknown,yes
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,775,3,-1,0,unknown,yes
26,management,single,tertiary,no,943,no,no,cellular,11,166,1,195,1,success,yes
46,management,married,tertiary,no,0,no,no,cellular,3,305,13,-1,0,unknown,yes
43,management,single,tertiary,no,-50,yes,yes,cellular,18,30,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,12,117,4,-1,0,unknown,no
47,management,married,primary,no,835,no,no,unknown,9,137,2,-1,0,unknown,no
30,admin.,married,secondary,no,222,no,no,telephone,14,343,9,-1,0,unknown,no
37,technician,married,secondary,no,1,yes,no,unknown,6,608,1,-1,0,unknown,yes
48,services,divorced,secondary,no,62,yes,no,cellular,8,561,1,-1,0,unknown,no
33,management,married,secondary,no,94,yes,no,cellular,17,62,1,-1,0,unknown,no
60,retired,married,primary,no,1369,no,yes,cellular,28,100,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,52,yes,no,cellular,16,432,1,-1,0,unknown,no
54,blue-collar,married,primary,no,24,yes,no,unknown,15,34,1,-1,0,unknown,no
57,management,married,tertiary,no,10583,no,no,cellular,25,272,1,178,6,success,yes
36,technician,divorced,tertiary,no,1023,yes,no,cellular,31,189,4,-1,0,unknown,no
25,technician,single,secondary,no,1199,no,no,cellular,1,287,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,785,yes,no,cellular,11,1232,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,45,yes,yes,cellular,18,127,3,-1,0,unknown,no
37,admin.,married,secondary,no,1967,no,no,cellular,27,242,1,212,1,success,yes
31,technician,single,secondary,no,138,no,no,cellular,26,91,1,285,2,other,yes
53,management,married,tertiary,no,1348,no,yes,cellular,17,120,3,-1,0,unknown,no
37,services,married,secondary,no,102,yes,no,cellular,31,107,3,-1,0,unknown,no
34,unemployed,married,tertiary,no,473,no,no,cellular,28,94,11,-1,0,unknown,no
42,management,single,tertiary,no,1,no,no,cellular,27,223,13,-1,0,unknown,no
43,management,single,tertiary,no,47,yes,no,cellular,7,316,5,-1,0,unknown,no
36,management,married,tertiary,no,849,yes,yes,unknown,21,958,2,-1,0,unknown,yes
34,management,married,secondary,no,-311,yes,no,unknown,27,305,2,-1,0,unknown,no
73,retired,married,primary,no,5539,no,no,telephone,6,338,1,-1,0,unknown,yes
34,management,married,tertiary,no,828,no,yes,cellular,11,1080,3,-1,0,unknown,yes
35,technician,single,tertiary,no,303,no,no,cellular,13,713,2,-1,0,unknown,no
54,management,married,tertiary,no,534,no,no,cellular,1,177,2,-1,0,unknown,yes
42,technician,married,tertiary,no,0,no,no,cellular,28,942,2,-1,0,unknown,no
41,admin.,married,secondary,no,437,yes,no,cellular,2,138,1,-1,0,unknown,no
29,blue-collar,single,tertiary,no,455,no,no,cellular,22,542,4,148,3,success,yes
51,management,married,primary,no,192,no,no,unknown,18,129,3,-1,0,unknown,no
34,technician,single,tertiary,no,362,yes,no,cellular,21,15,2,-1,0,unknown,no
29,technician,single,tertiary,no,313,no,yes,cellular,8,227,2,-1,0,unknown,no
37,management,married,tertiary,no,981,no,no,cellular,22,135,2,-1,0,unknown,no
60,retired,married,tertiary,no,2557,yes,no,cellular,2,415,1,-1,0,unknown,yes
22,student,single,unknown,no,1,no,no,telephone,15,263,4,-1,0,unknown,no
66,unemployed,single,primary,no,1323,no,no,telephone,10,207,11,-1,0,unknown,no
35,technician,married,secondary,no,51,yes,no,unknown,14,824,2,-1,0,unknown,no
38,admin.,married,secondary,no,976,yes,yes,unknown,19,382,2,-1,0,unknown,no
31,admin.,married,secondary,no,377,no,no,cellular,31,384,4,-1,0,unknown,no
33,self-employed,married,tertiary,no,-355,yes,no,unknown,23,911,2,-1,0,unknown,no
26,admin.,single,secondary,no,609,no,no,telephone,28,112,1,-1,0,unknown,no
57,self-employed,married,primary,no,1013,yes,no,unknown,7,448,1,-1,0,unknown,no
34,management,divorced,tertiary,no,2240,no,no,cellular,8,220,2,184,3,success,yes
18,student,single,unknown,no,108,no,no,cellular,10,167,1,-1,0,unknown,yes
54,retired,married,primary,no,1925,no,no,unknown,19,348,3,-1,0,unknown,no
44,blue-collar,divorced,primary,no,70,yes,no,cellular,13,176,1,-1,0,unknown,no
28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,165,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,346,1,181,4,success,yes
30,management,single,tertiary,no,2995,yes,no,cellular,18,329,1,-1,0,unknown,no
39,technician,married,secondary,no,-184,no,yes,unknown,17,185,3,-1,0,unknown,no
36,blue-collar,married,primary,no,287,yes,no,unknown,30,157,3,-1,0,unknown,no
45,management,married,tertiary,no,226,yes,no,cellular,13,177,6,179,10,success,yes
44,unknown,married,secondary,no,2319,no,no,cellular,4,251,3,-1,0,unknown,no
33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,223,2,-1,0,unknown,no
45,services,single,secondary,no,-688,no,yes,cellular,8,106,1,-1,0,unknown,no
33,technician,married,secondary,no,277,no,no,cellular,7,155,2,-1,0,unknown,no
41,blue-collar,married,primary,no,2562,yes,no,cellular,20,157,1,189,4,failure,no
45,admin.,married,secondary,no,205,no,no,cellular,4,552,1,90,2,success,yes
52,retired,married,tertiary,no,2269,no,no,unknown,20,1210,1,-1,0,unknown,yes
36,housemaid,divorced,secondary,no,181,yes,no,cellular,18,354,1,-1,0,unknown,no
45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,833,2,-1,0,unknown,yes
58,blue-collar,married,primary,no,0,yes,no,unknown,19,573,1,-1,0,unknown,no
45,blue-collar,married,primary,no,353,yes,no,cellular,12,204,1,364,1,failure,no
30,unemployed,single,secondary,no,79,no,yes,cellular,24,169,1,-1,0,unknown,no
54,technician,single,unknown,no,447,yes,no,unknown,5,742,2,-1,0,unknown,no
27,student,single,secondary,no,6036,no,no,cellular,31,175,1,181,1,failure,yes
32,admin.,single,tertiary,no,3816,yes,no,cellular,21,53,3,-1,0,unknown,no
28,management,single,tertiary,no,385,no,yes,cellular,9,79,4,193,7,failure,no
56,management,married,tertiary,no,1390,yes,no,cellular,18,543,1,-1,0,unknown,yes
33,technician,married,secondary,no,22,no,no,cellular,29,127,1,-1,0,unknown,no
32,admin.,single,secondary,no,103,yes,no,cellular,17,158,1,337,1,other,no
28,student,married,tertiary,no,327,yes,no,cellular,15,104,3,-1,0,unknown,no
51,technician,divorced,secondary,yes,-113,no,yes,cellular,22,314,4,-1,0,unknown,no
54,admin.,divorced,secondary,no,200,no,no,cellular,3,170,1,-1,0,unknown,yes
31,technician,single,tertiary,no,1320,no,no,cellular,4,377,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,321,yes,yes,cellular,2,102,2,-1,0,unknown,no
28,blue-collar,single,primary,no,150,no,yes,cellular,9,112,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,771,yes,no,unknown,19,221,2,-1,0,unknown,no
28,services,single,secondary,no,168,no,no,cellular,1,347,3,140,2,success,yes
59,retired,married,secondary,no,82,no,no,cellular,28,308,6,-1,0,unknown,no
49,admin.,married,secondary,no,0,no,no,cellular,30,551,1,-1,0,unknown,yes
23,technician,single,secondary,no,4,yes,no,cellular,8,763,1,-1,0,unknown,yes
33,management,divorced,tertiary,no,-634,yes,yes,cellular,12,163,2,350,1,failure,no
45,entrepreneur,married,primary,no,1953,yes,no,unknown,15,95,3,-1,0,unknown,no
34,technician,single,secondary,yes,264,no,no,unknown,2,131,2,-1,0,unknown,no
